"division_code","division","district_code","district","ctc","ctn","upazila_code","upazila","psc","psn","union_code","union_name","mouza_code","mouza","village_code","village","rmo_tus","rmo_phc","ea_code","psu_code"
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","18","BURICHANG","00","OTHERS AREA","169","BURICHANG","622","PURNAMATI","160","PURNAMATI",1,"1","001",1154
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","47","MANDA","00","OTHERS AREA","615","PARANPUR","663","PHETGAON","308","PHETGAON",1,"1","001",1155
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","57","MADHUPUR","00","OTHERS AREA","445","KURAGACHHA","617","PIRGACHHA (PART)","042","DHARATI",1,"1","001",1156
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","20","BOGURA SADAR","00","OTHERS AREA","720","SHAKHARIA","123","CHALITABARI","056","CHALITABARI NAGARKANDI",1,"1","001",1157
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","50","MAHADEBPUR","00","OTHERS AREA","811","VIMPUR","775","SHYAMPUR","368","SHYAMPUR",1,"1","003",1158
"45","MYMENSINGH","72","NETRAKONA","00","OTHERS AREA","38","KHALIAJURI","00","OTHERS AREA","509","MENDIPUR","708","SATGAON","190","SATGAON",1,"1","008",1159
"30","DHAKA","29","FARIDPUR","00","OTHERS AREA","18","BOALMARI","00","OTHERS AREA","712","SATAIR","192","DOBRA","040","DOBRA",1,"1","002",1160
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","80","SHAILKUPA","00","OTHERS AREA","513","MANOHARPUR","170","DAMUKDIA","068","DAMUKDIA",1,"1","002",1161
"50","RAJSHAHI","81","RAJSHAHI","00","OTHERS AREA","31","DURGAPUR","00","OTHERS AREA","509","MARIA","723","SAHABAZPUR","368","SAHABAZPUR",1,"1","003",1162
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","15","DOMAR","00","OTHERS AREA","211","DOMAR","076","BARA RAUTA (PART)","020","BARA RAUTA",1,"1","012",1163
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","27","DHUNAT","00","OTHERS AREA","185","CHOUKIBARI","132","CHOUKIBARI","388","THEUKANDI",1,"1","002",1164
"40","KHULNA","65","NARAIL","00","OTHERS AREA","52","LOHAGARA","00","OTHERS AREA","547","NALDI","372","JALALSI","028","BARAIPARA",1,"1","001",1165
"60","SYLHET","90","SUNAMGANJ","00","OTHERS AREA","92","TAHIRPUR","00","OTHERS AREA","219","DAKKHIN SREEPUR","725","SREEPUR","376","SREEPUR",1,"1","003",1166
"30","DHAKA","26","DHAKA","00","OTHERS AREA","14","DHAMRAI","00","OTHERS AREA","742","SUTIPARA","101","BELISHWAR","028","BELISHWAR",1,"1","004",1167
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","66","CHAPAINAWABGANJ SADAR","00","OTHERS AREA","178","CHAR ANUPNAGAR","037","ANUPNAGAR (PART)","048","CHAR ANUPNAGAR",1,"1","008",1168
"50","RAJSHAHI","81","RAJSHAHI","00","OTHERS AREA","72","PABA","00","OTHERS AREA","142","BARAGACHHI","723","SABSAR","368","SABSAR",1,"1","003",1169
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","91","SUNDARGANJ","00","OTHERS AREA","221","DHOPADANGA","661","RAJIBPUR","212","UTTAR RAJIBPUR",1,"1","006",1170
"10","BARISHAL","79","PIROJPUR","00","OTHERS AREA","87","NESARABAD (SWARUPKATHI)","00","OTHERS AREA","143","BALDIA","679","RAJABARI","041","DAKKHIN PASHCHIM DUBEE",1,"1","001",1171
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","30","GOBINDAGANJ","00","OTHERS AREA","452","KAMDIA","805","TEGHARA","200","TEGHARA",1,"1","003",1172
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","58","NARAYANGANJ SADAR","00","OTHERS AREA","453","KUTUBPUR","078","BHUINGAR","020","BHUINGAR",1,"1","005",1173
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","72","SANTHIA","00","OTHERS AREA","218","DHULAURI","535","NARADAHA","268","NARADAHA",1,"1","003",1174
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","83","SUJANAGAR","00","OTHERS AREA","343","HATKHALI","334","HATKHALI","148","HATKHALI",1,"1","010",1175
"30","DHAKA","86","SHARIATPUR","00","OTHERS AREA","69","SHARIATPUR SADAR","00","OTHERS AREA","143","BINODPUR","611","PASHCHIMKANDI","135","MOULAVIKANDI",1,"1","001",1176
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","04","BANCHHARAMPUR","00","OTHERS AREA","712","SALIMABAD","308","HOSSAINPUR","080","HOSSAINPUR",1,"1","005",1177
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","72","SANTHIA","00","OTHERS AREA","452","KASHINATHPUR","599","PAIKARHATI","308","PASHCHIM PAIKARHATI",1,"1","002",1178
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","13","BRAHMANBARIA SADAR","00","OTHERS AREA","719","SUHILPUR","276","GHATURA","212","UTTAR GHATURA",1,"1","007",1179
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","09","BARURA","00","OTHERS AREA","782","UTTAR KHOSHBAS","039","ARIFPUR","010","ARIFPUR",1,"1","005",1180
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","58","NARAYANGANJ SADAR","00","OTHERS AREA","453","KUTUBPUR","160","DEULPARA","021","BRAHMANGAON (MUSLIMNAGAR)",1,"1","009",1181
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","28","DHAMOIRHAT","00","OTHERS AREA","776","UMAR","450","KAIGRAM","208","KAIGRAM",1,"1","001",1182
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","72","NANDAIL","00","OTHERS AREA","185","CHAR BETAGAIR","136","CHAR SREERAMPUR","248","MAIJPARA",1,"1","006",1183
"30","DHAKA","59","MUNSHIGANJ","00","OTHERS AREA","94","TONGIBARI","00","OTHERS AREA","118","ARIAL","038","ARIAL","022","BASAULLA",1,"1","001",1184
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","74","MANOHARGANJ","00","OTHERS AREA","142","BAISHGAON","074","BAISHGAON","020","BAISHGAON",1,"1","010",1185
"45","MYMENSINGH","72","NETRAKONA","00","OTHERS AREA","74","NETRAKONA SADAR","00","OTHERS AREA","520","MAUGANTI","323","HAPANIA","081","HAPANIA",1,"1","002",1186
"30","DHAKA","26","DHAKA","00","OTHERS AREA","72","SAVAR","00","OTHERS AREA","118","ASHULIA","083","BARA RANGAMATIA","068","DURGAPUR (PART)",1,"1","002",1187
"60","SYLHET","91","SYLHET","00","OTHERS AREA","59","KANAIGHAT","00","OTHERS AREA","209","DAKKHIN BANIGRAM","619","PASHCHIM DALAIRMATI","308","PASHCHIM DALAIRMATI",1,"1","001",1188
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","27","CHANDINA","00","OTHERS AREA","313","GALLAI","417","KANGAI","110","KANGAI",1,"1","002",1189
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","94","ULLAPARA","00","OTHERS AREA","160","BARAHAR","109","BRAHMA KAPALI","036","BRAHMA KAPALIA",1,"1","003",1190
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","27","GANGACHARA","00","OTHERS AREA","444","KOLKONDA","163","DAKKHIN KOLKONDA","040","DAKKHIN KOLKONDA",1,"1","013",1191
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","91","SINGRA","00","OTHERS AREA","721","SUKASH","162","CHAK NARAYANGARI","048","CHAK NARAYANGARI",1,"1","001",1192
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","83","SUJANAGAR","00","OTHERS AREA","509","MANIKHAT","750","SOUKHETUPARA","028","BIL KHETUPARA",1,"1","004",1193
"30","DHAKA","26","DHAKA","00","OTHERS AREA","62","NAWABGANJ","00","OTHERS AREA","413","JANTRAIL","314","HARISHKUL","148","HARISHKUL",1,"1","004",1194
"40","KHULNA","47","KHULNA","00","OTHERS AREA","40","DIGHALIA","00","OTHERS AREA","310","GAZIRHAT","416","KETLA","208","KETLA",1,"1","006",1195
"10","BARISHAL","09","BHOLA","00","OTHERS AREA","18","BHOLA SADAR","00","OTHERS AREA","680","RAJAPUR","729","SHYAMPUR","190","SHYAMPUR",1,"1","003",1196
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","52","MYMENSINGH SADAR","00","OTHERS AREA","215","DAPUNIA","173","DAPUNIA","040","DAPUNIA",1,"1","023",1197
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","45","FARIDGANJ","00","OTHERS AREA","208","DAKKHIN FARIDGANJ","618","POYA","160","POYA",1,"1","015",1198
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","65","MUKTAGACHHA","00","OTHERS AREA","210","DAOGAON","639","PRANNATHBARI","160","PRANNATHBARI",1,"1","001",1199
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","60","NAOGAON SADAR","00","OTHERS AREA","447","KIRTIPUR","400","JAGESHWAR","188","JAGESHWAR",1,"1","001",1200
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","12","DIMLA","00","OTHERS AREA","620","PURBA CHHATNAI","374","JHAR SINGHESHWAR","100","JHAR SINGHESHWAR",1,"1","002",1201
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","87","NANGALKOT","00","OTHERS AREA","345","HESHAKHAL","819","URUKCHAIL","210","URUKCHAIL",1,"1","006",1202
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","55","PABNA SADAR","00","OTHERS AREA","220","DOGACHHI","086","BOBRAKHALI","028","BOBRAKHALI",1,"1","004",1203
"60","SYLHET","58","MOULVIBAZAR","00","OTHERS AREA","80","RAJNAGAR","00","OTHERS AREA","507","MANSURNAGAR","040","ASHRAKAPAN","008","ASHRAKAPAN",1,"1","002",1204
"40","KHULNA","55","MAGURA","00","OTHERS AREA","66","MOHAMMADPUR","00","OTHERS AREA","610","PALASHBARIA","499","MANDALGANTI","248","MANDALGANTI",1,"1","007",1205
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","40","DEBIDWAR","00","OTHERS AREA","142","BARA SHALGHAR","623","PRAJAPATI","160","PRAJAPATI",1,"1","002",1206
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","20","BOGURA SADAR","00","OTHERS AREA","309","GOKUL","275","GOKUL","128","GOKUL",1,"1","008",1207
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","47","KABIRHAT","00","OTHERS AREA","709","SONDALPUR","600","PURBA RAJURGAON","160","PURBA RAJURGAON",1,"1","001",1208
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","94","TRISHAL","00","OTHERS AREA","211","DHANIKHOLA","166","DHANIKHOLA","033","CHAR KUMARIA",1,"1","001",1209
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","47","KALIHATI","00","OTHERS AREA","312","GOHALIABARI","072","BALLABHBARI","020","BALLABHBARI",1,"1","002",1210
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","50","KAZIPUR","00","OTHERS AREA","545","NATUARPARA","169","DAKKHIN REHAI SHURIBER","068","DAKKHIN REHAI SHURIBER",1,"1","004",1211
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","36","HIJLA","00","OTHERS AREA","510","MEMANIA","625","PASHCHIM DAIYA","160","PASHCHIM DAIYA",1,"1","001",1212
"30","DHAKA","48","KISHOREGANJ","00","OTHERS AREA","79","PAKUNDIA","00","OTHERS AREA","611","PATUABHANGA","084","BISUHATI","020","BISUHATI",1,"1","001",1213
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","77","NABIGANJ","00","OTHERS AREA","547","NABIGANJ","514","MURADPUR","248","MURADPUR",1,"1","001",1214
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","15","DOMAR","00","OTHERS AREA","142","BAMUNIA","078","BAROBISHA","212","UTTAR BAROBISHA",1,"1","002",1215
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","31","CHAUDDAGRAM","00","OTHERS AREA","713","SHUBHAPUR","860","UNKOT","210","UNKOT",1,"1","008",1216
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","67","SHAHJADPUR","00","OTHERS AREA","622","POTAJIA","626","POTAJIA","248","MADLA",1,"1","009",1217
"40","KHULNA","18","CHUADANGA","00","OTHERS AREA","07","ALAMDANGA","00","OTHERS AREA","347","HARDI","626","PRAGPUR","308","PRAGPUR",1,"1","001",1218
"30","DHAKA","48","KISHOREGANJ","00","OTHERS AREA","79","PAKUNDIA","00","OTHERS AREA","611","PATUABHANGA","610","PATUABHANGA","134","MAHISHBER",1,"1","003",1219
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","33","DUPCHACHIA","00","OTHERS AREA","939","ZIANAGAR","454","LAKKHIMANDAP","228","LAKKHIMANDAP",1,"1","001",1220
"55","RANGPUR","52","LALMONIRHAT","00","OTHERS AREA","33","HATIBANDHA","00","OTHERS AREA","142","BARAKHATA","600","PASHCHIM SARDUBI","160","PASHCHIM SARDUBI",1,"1","015",1221
"20","CHATTOGRAM","12","BRAHMANBARIA","00","OTHERS AREA","33","ASHUGANJ","00","OTHERS AREA","708","SHARIFPUR","707","SHARIFPUR","192","SHARIFPUR",1,"1","010",1222
"10","BARISHAL","78","PATUAKHALI","00","OTHERS AREA","95","PATUAKHALI SADAR","00","OTHERS AREA","143","BADARPUR","497","MITHAPUR","130","MITHAPUR",1,"1","004",1223
"30","DHAKA","54","MADARIPUR","00","OTHERS AREA","87","SHIBCHAR","00","OTHERS AREA","516","MATBARERCHAR","133","CHHOTA KESHABPUR","594","PADDA PUNORBAN KENDRO",1,"1","002",1224
"40","KHULNA","44","JHENAIDAH","00","OTHERS AREA","71","MAHESHPUR","00","OTHERS AREA","544","NATIMA","432","KURIPOLE","208","KURIPOLE",1,"1","001",1225
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","28","GHATAIL","00","OTHERS AREA","218","DEULABARI","189","DEULABARI","040","DEULABARI",1,"1","003",1226
"50","RAJSHAHI","69","NATORE","00","OTHERS AREA","91","SINGRA","00","OTHERS AREA","344","HATIANDAHA","584","NARAYANPUR","268","NALBATA SARDARPARA",1,"1","002",1227
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","86","SREEPUR","00","OTHERS AREA","308","GAZIPUR","716","SHAILAT","190","SHAILAT",1,"1","007",1228
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","64","NILPHAMARI SADAR","00","OTHERS AREA","613","PALASHBARI","741","TARANIBARI","200","TARANIBARI",1,"1","008",1229
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","56","NACHOLE","00","OTHERS AREA","440","KASBA","806","UTTAR CHANDIPUR","028","BAILKAPARA",1,"1","001",1230
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","58","NARAYANGANJ SADAR","00","OTHERS AREA","453","KUTUBPUR","599","PAGLA","161","PURBA PAGLA-UT",1,"1","099",1231
"40","KHULNA","41","JASHORE","00","OTHERS AREA","04","ABHAYNAGAR","00","OTHERS AREA","142","BAGHUTIA","380","JOY KHOLA","188","JOY KHOLA",1,"1","001",1232
"55","RANGPUR","49","KURIGRAM","00","OTHERS AREA","61","NAGESHWARI","00","OTHERS AREA","160","BERUBARI","759","TUPAMARI","032","CHAR TUPAMARI",1,"1","003",1233
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","05","ATGHARIA","00","OTHERS AREA","209","DEBOTTAR","606","PAIKPARA","308","PAIKPARA",1,"1","001",1234
"10","BARISHAL","06","BARISHAL","00","OTHERS AREA","07","BAKERGANJ","00","OTHERS AREA","548","NALUA","538","NALUA","141","NALUA",1,"1","016",1235
"55","RANGPUR","52","LALMONIRHAT","00","OTHERS AREA","33","HATIBANDHA","00","OTHERS AREA","142","BARAKHATA","162","DOLAPARA","040","DOLAPARA",1,"1","011",1236
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","30","GOBINDAGANJ","00","OTHERS AREA","470","KOCHASHAHAR","211","DHARMA","040","DHARMA",1,"1","002",1237
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","58","KACHUA","00","OTHERS AREA","109","ASHRAFPUR","130","CHANGINI","030","CHANGINI",1,"1","008",1238
"60","SYLHET","91","SYLHET","00","OTHERS AREA","60","OSMANINAGAR","00","OTHERS AREA","607","PASHCHIM PAILANPUR","257","GALMUKAPAN","128","GALMUKAPAN",1,"1","002",1239
"20","CHATTOGRAM","13","CHANDPUR","00","OTHERS AREA","79","MATLAB UTTAR","00","OTHERS AREA","622","PURBA FATEPUR","225","ENAYETNAGAR","133","MAIZKANDI",1,"1","001",1240
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","21","COMPANIGANJ","00","OTHERS AREA","710","SIRAJPUR","780","UDAYRAJPUR","210","UDAYRAJPUR",1,"1","001",1241
"30","DHAKA","48","KISHOREGANJ","00","OTHERS AREA","42","KARIMGANJ","00","OTHERS AREA","419","JOYKA","525","NANASRI","146","NANASRI",1,"1","009",1242
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","88","SHIBGANJ","00","OTHERS AREA","547","NAYALABHANGA","715","SABEK LABHANGA","208","KAMLAKANTAPUR",1,"1","005",1243
"45","MYMENSINGH","39","JAMALPUR","00","OTHERS AREA","61","MELANDAHA","00","OTHERS AREA","311","GHOSHERPARA","426","KAHETPARA","110","KAHETPARA",1,"1","002",1244
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","68","RUPGANJ","00","OTHERS AREA","210","DAUDPUR","406","KALINGA","110","KALINGA",1,"1","002",1245
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","61","RAYGANJ","00","OTHERS AREA","210","DHAMAINAGAR","178","DHAMAINAGAR","084","DHAMAINAGAR UTTARPARA",1,"1","001",1246
"50","RAJSHAHI","76","PABNA","00","OTHERS AREA","83","SUJANAGAR","00","OTHERS AREA","109","AHAMMADPUR","297","GOBINDAPUR","128","GOBINDAPUR",1,"1","011",1247
"55","RANGPUR","94","THAKURGAON","00","OTHERS AREA","82","PIRGANJ","00","OTHERS AREA","444","KHANGAON","034","ALAMPUR","010","ALAMPUR",1,"1","002",1248
"60","SYLHET","91","SYLHET","00","OTHERS AREA","31","DAKKHIN SURMA","00","OTHERS AREA","209","DAUDPUR","158","DAUDPUR","308","PASHCHIM DAUDPUR",1,"1","002",1249
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","04","ASHASHUNI","00","OTHERS AREA","109","ANULIA","210","EKSARA","408","UTTAR EKSARA",1,"1","006",1250
"30","DHAKA","33","GAZIPUR","00","OTHERS AREA","36","KAPASIA","00","OTHERS AREA","210","DURGAPUR","694","RAONAT","181","RAONAT",1,"1","007",1251
"20","CHATTOGRAM","51","LAKSHMIPUR","00","OTHERS AREA","43","LAKSHMIPUR SADAR","00","OTHERS AREA","178","CHANDRAGANJ","607","PANCHPARA","160","PANCHPARA",1,"1","002",1252
"55","RANGPUR","49","KURIGRAM","00","OTHERS AREA","61","NAGESHWARI","00","OTHERS AREA","344","HASNABAD","311","HASNABAD KHAMAR","143","MANIARHAT",1,"1","002",1253
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","90","TALA","00","OTHERS AREA","460","KHESHRA","765","TEGHARIA (PART)","028","BALIA",1,"1","004",1254
"55","RANGPUR","32","GAIBANDHA","00","OTHERS AREA","91","SUNDARGANJ","00","OTHERS AREA","142","BAMANDANGA","228","FALGACHHA","060","FALGACHHA",1,"1","004",1255
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","72","LAKSAM","00","OTHERS AREA","442","KANDIRPAR","534","NAIRPARA","141","NAIRPARA",1,"1","001",1256
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","68","LAKHAI","00","OTHERS AREA","151","BULLA","261","GOAKARA","128","GOAKARA",1,"1","003",1257
"50","RAJSHAHI","64","NAOGAON","00","OTHERS AREA","60","NAOGAON SADAR","00","OTHERS AREA","179","CHANDIPUR","763","SIMULIA","368","SIMULIA",1,"1","014",1258
"30","DHAKA","26","DHAKA","00","OTHERS AREA","38","KERANIGANJ","00","OTHERS AREA","461","KONDA","321","HAZARIBAG (PART)","148","HAZARIBAG",1,"1","004",1259
"40","KHULNA","87","SATKHIRA","00","OTHERS AREA","86","SHYAMNAGAR","00","OTHERS AREA","152","BURI GOALINI","079","BURI GOALINI","208","KALBARI",1,"1","003",1260
"45","MYMENSINGH","89","SHERPUR","00","OTHERS AREA","37","JHENAIGATI","00","OTHERS AREA","308","GOURIPUR","073","BANGAON","024","BANGAON PASHCHIMPARA",1,"1","003",1261
"50","RAJSHAHI","88","SIRAJGANJ","00","OTHERS AREA","50","KAZIPUR","00","OTHERS AREA","721","SONAMUKHI","607","PARANPUR","308","PARANPUR",1,"1","003",1262
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","26","CHUNARUGHAT","00","OTHERS AREA","310","GAZIPUR","264","GAZINAGAR","208","KHETAMARA",1,"1","002",1263
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","20","FULBARIA","00","OTHERS AREA","152","BALIAN","501","MANDALBARI","130","MANDALBARI",1,"1","001",1264
"40","KHULNA","41","JASHORE","00","OTHERS AREA","47","JASHORE SADAR","00","OTHERS AREA","212","DIARA","327","HALSA","148","HALSA",1,"1","006",1265
"55","RANGPUR","49","KURIGRAM","00","OTHERS AREA","61","NAGESHWARI","00","OTHERS AREA","169","BHITARBAND","118","CHANDIPUR","021","BANDITARI",1,"1","002",1266
"20","CHATTOGRAM","22","COX'S BAZAR","00","OTHERS AREA","24","COXS BAZAR SADAR","00","OTHERS AREA","612","PATALI MACHHUAKHALI (PM KHALI)","597","PATALI MACHHUAKHALI","042","DIKPARA",1,"1","002",1267
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","66","MIRZAPUR","00","OTHERS AREA","748","TARAFPUR","150","CHHIT MAMUDPUR","030","CHHIT MAMUDPUR",1,"1","001",1268
"50","RAJSHAHI","10","BOGURA","00","OTHERS AREA","94","SHIBGANJ","00","OTHERS AREA","679","RAYNAGAR","191","DAKKHIN KRISHNAPUR","068","DAKKHIN KRISHNAPUR",1,"1","005",1269
"20","CHATTOGRAM","15","CHATTOGRAM","00","OTHERS AREA","53","MIRSARAI","00","OTHERS AREA","217","DURGAPUR","153","DURGAPUR","308","PURBA DURGAPUR",1,"1","012",1270
"30","DHAKA","68","NARSINGDI","00","OTHERS AREA","64","RAIPURA","00","OTHERS AREA","616","PARATALI","305","HOSSAINNAGAR","170","PARATALI",1,"1","002",1271
"30","DHAKA","67","NARAYANGANJ","00","OTHERS AREA","68","RUPGANJ","00","OTHERS AREA","310","GOLAKANDAIL","718","SAOGHAT","190","SAOGHAT",1,"1","016",1272
"45","MYMENSINGH","61","MYMENSINGH","00","OTHERS AREA","65","MUKTAGACHHA","00","OTHERS AREA","513","MANKON","060","BADE MAJHIRA","020","BADE MAJHIRA",1,"1","002",1273
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","87","NOAKHALI SADAR","00","OTHERS AREA","213","DADPUR","306","HUGLI","080","HUGLI",1,"1","007",1274
"60","SYLHET","58","MOULVIBAZAR","00","OTHERS AREA","80","RAJNAGAR","00","OTHERS AREA","274","FATEPUR","084","BERKURI","332","PURBA TULAPUR",1,"1","001",1275
"20","CHATTOGRAM","75","NOAKHALI","00","OTHERS AREA","83","SONAIMURI","00","OTHERS AREA","554","NATESHWAR","532","NATESHWAR","140","NATESHWAR",1,"1","004",1276
"60","SYLHET","36","HABIGANJ","00","OTHERS AREA","11","BANIACHONG","00","OTHERS AREA","520","MANDARI","030","AGUA","008","AGUA",1,"1","003",1277
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","38","GOPALPUR","00","OTHERS AREA","544","NAGDA SHIMLA","069","BAISHKAIL","020","BAISHKAIL",1,"1","001",1278
"55","RANGPUR","49","KURIGRAM","00","OTHERS AREA","52","KURIGRAM SADAR","00","OTHERS AREA","309","GHOGADAHA","610","PURBA KUMARPUR","207","SARDARPARA",1,"1","001",1279
"40","KHULNA","47","KHULNA","00","OTHERS AREA","53","KOYRA","00","OTHERS AREA","518","MAHESHWARIPUR","267","GILABARI","128","GILABARI",1,"1","002",1280
"30","DHAKA","93","TANGAIL","00","OTHERS AREA","66","MIRZAPUR","00","OTHERS AREA","315","GORAI","304","GORAI","070","GORAI",1,"1","045",1281
"30","DHAKA","26","DHAKA","00","OTHERS AREA","62","NAWABGANJ","00","OTHERS AREA","109","AGLA","418","KALUAHATI","068","DAKKHIN KALUHATI",1,"1","002",1282
"20","CHATTOGRAM","30","FENI","00","OTHERS AREA","25","DAGANBHUIYAN","00","OTHERS AREA","208","DAGANBHUIYAN","157","DAKKHIN ALIPUR","040","DAKKHIN ALIPUR",1,"1","011",1283
"45","MYMENSINGH","39","JAMALPUR","00","OTHERS AREA","61","MELANDAHA","00","OTHERS AREA","176","CHAR BANIPAKURIA","040","ATABARI","010","ATABARI",1,"1","002",1284
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","03","BADARGANJ","00","OTHERS AREA","452","KUTUBPUR","148","DAKKHIN BAOCHANDI","040","DAKKHIN BAOCHANDI",1,"1","012",1285
"55","RANGPUR","85","RANGPUR","00","OTHERS AREA","27","GANGACHARA","00","OTHERS AREA","109","ALAM BIDITAR","036","ALAM BIDITAR","010","ALAM BIDITAR",1,"1","005",1286
"45","MYMENSINGH","72","NETRAKONA","00","OTHERS AREA","63","MOHANGANJ","00","OTHERS AREA","707","SAMAJ SAHILDEO","382","JIBANPUR MEDIPATHARKATA","100","JIBANPUR MEDIPATHARKATA",1,"1","001",1287
"55","RANGPUR","73","NILPHAMARI","00","OTHERS AREA","36","JALDHAKA","00","OTHERS AREA","209","DAUABARI","519","NEKBAKTA","140","NEKBAKTA",1,"1","014",1288
"30","DHAKA","35","GOPALGANJ","00","OTHERS AREA","58","MUKSUDPUR","00","OTHERS AREA","784","UJANI","174","DHARMARAYERBARI","020","BARAMPALTA",1,"1","004",1289
"40","KHULNA","41","JASHORE","00","OTHERS AREA","61","MANIRAMPUR","00","OTHERS AREA","534","MASHWIMNAGAR","534","MASHWIMNAGAR","248","MASHWIMNAGAR",1,"1","005",1290
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","18","BURICHANG","00","OTHERS AREA","151","BHARELLA DAKSHIN","608","PASHCHIM RAMPUR","160","PASHCHIM RAMPUR",1,"1","010",1291
"20","CHATTOGRAM","19","CUMILLA","00","OTHERS AREA","72","LAKSAM","00","OTHERS AREA","143","BAKAI DAKKHIN","071","BAKAI","020","BAKAI",1,"1","008",1292
"45","MYMENSINGH","39","JAMALPUR","00","OTHERS AREA","58","MADARGANJ","00","OTHERS AREA","143","BALIJURI","737","SUKHNAGARI","020","BIR NADAGARI",1,"1","003",1293
"30","DHAKA","68","NARSINGDI","00","OTHERS AREA","60","NARSINGDI SADAR","00","OTHERS AREA","512","MAHISHASHURA","510","MAHISHASHURA","132","MAHISHASHURA",1,"1","005",1294
"50","RAJSHAHI","70","CHAPAINABABGANJ","00","OTHERS AREA","37","GOMASTAPUR","00","OTHERS AREA","676","RADHANAGAR","183","DUBAIL","368","SHUKHANDIGHI",1,"1","001",1295
